bookid,bmi
287006.jpg,24.32525951557093
287086.jpg,26.959459459459467
287504.jpg,20.221186272564967
287589.jpg,23.08594483017452
287593.jpg,7.714677640603567
287634.jpg,31.014705882352942
287937.jpg,27.121913580246915
288202.jpg,22.955102040816325
288421.jpg,23.878378378378372
288444.jpg,28.242653810835627
288446.jpg,30.110859158478213
288586.jpg,23.625288804872927
288686.jpg,24.38979591836735
288728.jpg,33.08425160697888
288733.jpg,32.68706747404844
288746.jpg,30.81081081081081
288775.jpg,28.693877551020414
288892.jpg,35.42454018644496
289140.jpg,22.31201171875
289141.jpg,19.13491124260355
289143.jpg,25.064740101332326
289200.jpg,28.33963214915596
289273.jpg,36.75662000337325
289397.jpg,22.044766435986162
289448.jpg,23.745777777777786
289551.jpg,23.67244897959184
289590.jpg,30.40657439446367
289594.jpg,26.496726839912714
289685.jpg,32.0749851219996
289784.jpg,26.51585663351473
289809.jpg,25.056805524615733
289849.jpg,25.98817789453931
290060.jpg,27.121913580246915
290118.jpg,28.886245674740486
290173.jpg,23.513427734375
290248.jpg,23.625288804872927
290273.jpg,26.959459459459467
290302.jpg,20.980257116620752
290350.jpg,28.693877551020414
290418.jpg,25.085423875432525
290503.jpg,27.25918367346939
290505.jpg,20.358654488750282
290667.jpg,22.955102040816325
290727.jpg,30.81081081081081
290774.jpg,35.122878086419746
290882.jpg,25.014921946740127
290915.jpg,32.104032078413894
290972.jpg,31.660724338525053
291027.jpg,19.483497102544717
291140.jpg,22.148708254568373
291182.jpg,31.660724338525053
291385.jpg,25.107142857142854
291404.jpg,27.4609375
291489.jpg,20.91846855782583
291530.jpg,29.022330643647965
291544.jpg,25.101869355177485
291561.jpg,25.84015963032976
291667.jpg,22.594123048668504
291675.jpg,23.12828402366864
291702.jpg,28.5885736956953
291737.jpg,22.496
291742.jpg,37.36139040505602
291746.jpg,27.454437869822485
291796.jpg,27.3659169550173
291898.jpg,24.40487998413013
291931.jpg,25.064740101332326
291937.jpg,28.793320730938877
291955.jpg,25.84015963032976
292132.jpg,24.62932525951557
292155.jpg,22.31201171875
292173.jpg,20.524437716262977
292177.jpg,27.3659169550173
292182.jpg,18.792604143461798
292193.jpg,25.799444554651856
292194.jpg,31.452702702702695
292207.jpg,26.57844990548204
292212.jpg,38.73673469387755
292219.jpg,22.860301768990634
292260.jpg,34.66216216216216
292282.jpg,20.221186272564967
292306.jpg,25.014921946740127
292313.jpg,32.484772106700284
292328.jpg,19.80114690504301
292332.jpg,29.85651974288338
292348.jpg,26.54183673469388
292411.jpg,21.284602076124564
292423.jpg,25.033783783783782
292479.jpg,20.221186272564967
292491.jpg,28.0550304557866
292512.jpg,26.21415973796926
292527.jpg,27.121913580246915
292563.jpg,26.54183673469388
292570.jpg,25.102162269391
292606.jpg,24.820204081632646
292626.jpg,22.426346406455245
292640.jpg,21.284602076124564
292673.jpg,27.40588104254845
292679.jpg,29.013513513513512
292680.jpg,25.056805524615733
292686.jpg,32.997959183673466
292688.jpg,24.84303090072321
292702.jpg,43.329368512110726
292713.jpg,24.32525951557093
292728.jpg,22.044766435986162
292741.jpg,24.85353535353536
292751.jpg,21.254724111866967
292779.jpg,30.78224852071006
292781.jpg,30.12857142857143
292825.jpg,26.57844990548204
292847.jpg,23.73167438271605
292848.jpg,19.764273356401386
292861.jpg,23.70759769886927
292900.jpg,28.126081314878892
292941.jpg,25.056805524615733
292959.jpg,25.056805524615733
293015.jpg,25.102162269391
293063.jpg,23.490755179327245
293100.jpg,20.595703125
293101.jpg,24.32525951557093
293112.jpg,19.89864864864865
293122.jpg,23.12088888888889
293125.jpg,31.56326530612245
293130.jpg,24.32525951557093
293167.jpg,27.49511111111111
293170.jpg,21.520408163265305
293177.jpg,25.176308539944905
293183.jpg,29.285855980956157
293204.jpg,20.17332415059688
293219.jpg,24.409722222222214
293234.jpg,21.766747982735968
293250.jpg,20.980257116620752
293256.jpg,29.85651974288338
293262.jpg,21.41041797941609
293273.jpg,25.799444554651856
293302.jpg,21.96875
293325.jpg,23.490755179327245
293345.jpg,18.129339416782386
293351.jpg,26.496726839912714
293419.jpg,28.18890621519269
293441.jpg,25.064740101332326
293467.jpg,22.70773000668301
293494.jpg,21.69753086419753
293500.jpg,25.056805524615733
293536.jpg,25.799444554651856
293546.jpg,27.25918367346939
293581.jpg,37.925849403122136
293587.jpg,33.766782407407405
293591.jpg,29.285855980956157
293626.jpg,28.478009259259267
293634.jpg,23.625288804872927
293637.jpg,32.5462962962963
293674.jpg,26.57844990548204
293702.jpg,25.799444554651856
293757.jpg,17.972972972972972
293789.jpg,25.056805524615733
293790.jpg,28.478009259259267
293813.jpg,20.358654488750282
293814.jpg,27.3659169550173
293822.jpg,27.472922039277922
293826.jpg,25.82448979591837
293827.jpg,20.221186272564967
293844.jpg,25.107142857142854
293851.jpg,25.675675675675677
293856.jpg,37.7587890625
293861.jpg,25.82448979591837
293864.jpg,25.107142857142854
293870.jpg,25.82448979591837
293878.jpg,23.025951121189213
293898.jpg,34.96756055363322
293899.jpg,26.144628099173552
293907.jpg,29.68192906736724
293929.jpg,25.682791635172592
293964.jpg,27.33888888888889
293971.jpg,25.102162269391
293974.jpg,30.262051180321365
293982.jpg,26.57844990548204
293983.jpg,33.89189189189189
294019.jpg,24.32525951557093
294039.jpg,25.82185491276401
294043.jpg,21.907894736842106
294074.jpg,23.625288804872927
294081.jpg,25.799444554651856
294082.jpg,25.82448979591837
294117.jpg,44.63243484072176
294130.jpg,30.12857142857143
294153.jpg,37.30204081632653
294170.jpg,30.81081081081081
294172.jpg,30.828132906054982
294173.jpg,33.67008242370237
294178.jpg,41.04887543252595
294186.jpg,22.80493079584775
294212.jpg,38.935384615384606
294215.jpg,19.366391184573004
294224.jpg,24.69214876033058
294253.jpg,29.52702702702703
294258.jpg,35.184326171875
294267.jpg,23.4610650887574
294278.jpg,27.464398235664767
294283.jpg,19.96686390532545
294302.jpg,31.56326530612245
294311.jpg,31.92690311418685
294318.jpg,21.9543063773833
294324.jpg,25.82185491276401
294334.jpg,22.594123048668504
294351.jpg,34.96756055363322
294361.jpg,21.41041797941609
294369.jpg,23.010315413608406
294376.jpg,19.195547153959254
294400.jpg,22.148708254568373
294418.jpg,28.693877551020414
294454.jpg,23.625288804872927
294466.jpg,21.924704834038767
294467.jpg,29.17724609375
294509.jpg,28.60197368421053
294517.jpg,23.053626543209877
294519.jpg,20.980257116620752
294542.jpg,24.3635790800252
294545.jpg,22.148708254568373
294567.jpg,28.339156140822357
294572.jpg,22.496
294597.jpg,25.675675675675677
294606.jpg,29.99466666666667
294611.jpg,20.085714285714285
294623.jpg,19.256558641975307
294627.jpg,20.803061224489795
294630.jpg,21.726686374630475
294658.jpg,25.101869355177485
294686.jpg,34.07894736842105
294715.jpg,24.20798898071625
294727.jpg,20.980257116620752
294764.jpg,22.31303312834755
294767.jpg,20.524437716262977
294769.jpg,32.277318640955
294820.jpg,30.40657439446367
294838.jpg,22.375578703703702
294840.jpg,29.022330643647965
294855.jpg,32.887057251058145
294865.jpg,32.5462962962963
294874.jpg,29.285141456894628
294888.jpg,21.284602076124564
294917.jpg,40.439189189189186
294960.jpg,25.845588235294123
294984.jpg,21.284602076124564
294993.jpg,24.958579881656803
295007.jpg,21.41041797941609
295012.jpg,21.520408163265305
295013.jpg,21.871111111111112
295016.jpg,27.121913580246915
295020.jpg,26.57844990548204
295067.jpg,24.38979591836735
295073.jpg,32.5462962962963
295084.jpg,23.625288804872927
295087.jpg,33.90239197530864
295092.jpg,24.39189189189189
295111.jpg,33.06234883095942
295113.jpg,42.9773673257024
295115.jpg,30.12857142857143
295117.jpg,42.82083595883218
295133.jpg,25.84015963032976
295139.jpg,25.102162269391
295143.jpg,27.454437869822485
295154.jpg,22.955102040816325
295175.jpg,25.495466666666665
295180.jpg,19.14917481172889
295181.jpg,24.40487998413013
295182.jpg,28.693877551020414
295184.jpg,26.57844990548204
295202.jpg,28.362732219928695
295212.jpg,21.630769230769232
295218.jpg,22.148708254568373
295228.jpg,27.316740180634323
295237.jpg,25.82185491276401
295257.jpg,26.38393694877088
295264.jpg,29.118343195266274
295266.jpg,30.53798173312541
295273.jpg,28.33963214915596
295277.jpg,20.085714285714285
295300.jpg,32.887057251058145
295302.jpg,26.38393694877088
295313.jpg,31.166738754325266
295318.jpg,29.156057098765434
295331.jpg,24.273780351971478
295334.jpg,25.82448979591837
295335.jpg,24.409722222222214
295336.jpg,25.76581790123457
295340.jpg,19.77027027027027
295341.jpg,21.520408163265305
295345.jpg,34.453107596346634
295364.jpg,23.053626543209877
295371.jpg,30.66345270890725
295376.jpg,29.68192906736724
295379.jpg,23.67244897959184
295380.jpg,30.828132906054982
295401.jpg,29.95029585798817
295412.jpg,30.66345270890725
295418.jpg,29.754956560481176
295433.jpg,27.092670973490755
295436.jpg,31.008191556395715
295437.jpg,22.80493079584775
295439.jpg,23.18231463978156
295464.jpg,27.435720844811755
295470.jpg,28.206790123456788
295486.jpg,25.675675675675677
295506.jpg,28.18890621519269
295512.jpg,21.182432432432424
295535.jpg,24.3635790800252
295543.jpg,31.24444444444445
295547.jpg,33.05118032136481
295550.jpg,26.57844990548204
295559.jpg,31.008191556395715
295563.jpg,23.22464808962941
295578.jpg,52.4130177514793
295581.jpg,27.25918367346939
295582.jpg,24.0283203125
295593.jpg,29.95029585798817
295595.jpg,30.41551020408163
295596.jpg,28.693877551020414
295602.jpg,24.21592102499475
295603.jpg,30.66345270890725
295613.jpg,23.70759769886927
295624.jpg,26.602783203125
295629.jpg,22.466216216216218
295634.jpg,25.83983069725997
295647.jpg,19.195547153959254
295655.jpg,24.342105263157894
295660.jpg,25.799444554651856
295666.jpg,28.886245674740486
295669.jpg,23.6159634506853
295687.jpg,31.276326530612245
295693.jpg,23.745777777777786
295697.jpg,29.256837098692035
295699.jpg,27.454437869822485
295702.jpg,32.484772106700284
295719.jpg,27.976530612244897
295745.jpg,22.426346406455245
295753.jpg,31.19020061728395
295796.jpg,15.660503452884829
295804.jpg,25.799444554651856
295813.jpg,20.62133333333333
295815.jpg,23.70759769886927
295817.jpg,25.84015963032976
295819.jpg,24.81655092592593
295822.jpg,21.1071495590167
295827.jpg,29.64641003460208
295837.jpg,22.52844095497517
295845.jpg,18.651020408163266
295859.jpg,31.644736842105264
295873.jpg,28.242653810835627
295880.jpg,24.32525951557093
295904.jpg,23.053626543209877
295912.jpg,33.27810650887574
295914.jpg,25.845588235294123
295915.jpg,25.82185491276401
295936.jpg,22.955102040816325
295945.jpg,25.4375
295954.jpg,27.3659169550173
295959.jpg,40.88877551020408
295964.jpg,28.693877551020414
295966.jpg,23.73167438271605
295967.jpg,22.381224489795922
295973.jpg,22.70773000668301
295977.jpg,24.0283203125
295978.jpg,25.102162269391
295980.jpg,25.799444554651856
295990.jpg,35.618314880840686
296001.jpg,20.341435185185187
296008.jpg,25.056805524615733
296013.jpg,27.435720844811755
296019.jpg,25.102162269391
296020.jpg,27.3659169550173
296030.jpg,29.754956560481176
296042.jpg,25.064740101332326
296051.jpg,28.887245233399078
296071.jpg,43.533495965471936
296074.jpg,21.69753086419753
296080.jpg,27.121913580246915
296085.jpg,27.454437869822485
296105.jpg,30.8935546875
296116.jpg,21.871111111111112
296122.jpg,27.40588104254845
296132.jpg,22.496
296134.jpg,26.54183673469388
296145.jpg,31.24444444444445
296152.jpg,31.090010405827265
296154.jpg,24.40514167761306
296160.jpg,23.6159634506853
296162.jpg,25.101869355177485
296167.jpg,25.381075183495337
296172.jpg,23.74554325389379
296174.jpg,23.625288804872927
296175.jpg,26.54183673469388
296176.jpg,27.70313379620942
296194.jpg,32.806666666666665
296210.jpg,24.958579881656803
296211.jpg,18.985339506172842
296217.jpg,23.75
296224.jpg,22.140337616528093
296227.jpg,27.3659169550173
296229.jpg,30.40657439446367
296230.jpg,26.54183673469388
296235.jpg,33.88791906367784
296248.jpg,28.5885736956953
296252.jpg,27.435720844811755
296267.jpg,22.23775510204081
296268.jpg,24.273780351971478
296269.jpg,28.886245674740486
296276.jpg,24.39189189189189
296277.jpg,18.2439446366782
296282.jpg,21.871111111111112
296283.jpg,20.358654488750282
296284.jpg,38.51351351351352
296289.jpg,35.184326171875
296305.jpg,21.871111111111112
296307.jpg,21.520408163265305
296312.jpg,35.72772491349481
296314.jpg,21.94588969823101
296324.jpg,27.80419921875
296335.jpg,22.70773000668301
296339.jpg,30.68042055147788
296345.jpg,28.126081314878892
296346.jpg,20.085714285714285
296350.jpg,21.62580348943985
296359.jpg,23.73167438271605
296360.jpg,29.52702702702703
296366.jpg,28.18890621519269
296374.jpg,8.987142961501936
296382.jpg,23.38551020408164
296383.jpg,25.799444554651856
296387.jpg,25.859914336104808
296392.jpg,21.1071495590167
296393.jpg,36.84090298306905
296396.jpg,30.269901281243435
296397.jpg,24.32525951557093
296402.jpg,25.76581790123457
296413.jpg,28.886245674740486
296424.jpg,21.254724111866967
296428.jpg,23.053626543209877
296432.jpg,20.91846855782583
296441.jpg,16.0374925609998
296445.jpg,22.426346406455245
296453.jpg,37.70415224913496
296463.jpg,25.102162269391
296471.jpg,22.31201171875
296482.jpg,29.834104938271604
296499.jpg,20.085714285714285
296500.jpg,24.65889519008612
296501.jpg,23.745777777777786
296504.jpg,37.585208286923596
296509.jpg,25.83983069725997
296519.jpg,25.83983069725997
296520.jpg,41.83693711565166
296535.jpg,20.672127704263808
296536.jpg,26.449879064767536
296539.jpg,21.182432432432424
296549.jpg,25.22337962962963
296550.jpg,20.63242603550296
296555.jpg,28.693877551020414
296558.jpg,27.4609375
296564.jpg,24.995555555555555
296573.jpg,25.845588235294123
296577.jpg,29.983138266217022
296580.jpg,22.148708254568373
296585.jpg,24.3635790800252
296594.jpg,25.84015963032976
296608.jpg,27.3659169550173
296610.jpg,27.344594594594593
296611.jpg,32.997959183673466
296618.jpg,27.3659169550173
296626.jpg,31.56326530612245
296636.jpg,28.12
296639.jpg,28.726813590449954
296645.jpg,24.409722222222214
296656.jpg,29.022330643647965
296657.jpg,27.89129141043444
296666.jpg,26.87376601554295
296670.jpg,21.61575084308669
296683.jpg,25.087770061728396
296688.jpg,21.588667820069205
296689.jpg,27.33888888888889
296694.jpg,23.74554325389379
296698.jpg,29.834104938271604
296700.jpg,23.856689453125
296704.jpg,20.91846855782583
296705.jpg,25.056805524615733
296713.jpg,19.96686390532545
296715.jpg,24.20798898071625
296718.jpg,29.118343195266274
296719.jpg,25.101869355177485
296726.jpg,18.371733333333328
296730.jpg,31.882086167800452
296737.jpg,21.96875
296744.jpg,24.3635790800252
296749.jpg,23.81591836734694
296754.jpg,26.622855869904214
296768.jpg,24.409722222222214
296769.jpg,20.11706555671176
296770.jpg,27.89129141043444
296771.jpg,22.23775510204081
296773.jpg,38.405306971904274
296783.jpg,22.426346406455245
296795.jpg,27.121913580246915
296796.jpg,52.45064279155189
296806.jpg,34.453107596346634
296816.jpg,18.2439446366782
296817.jpg,22.31303312834755
296819.jpg,23.053626543209877
296824.jpg,23.73167438271605
296826.jpg,23.10810810810811
296827.jpg,20.54054054054054
296845.jpg,26.57844990548204
296848.jpg,25.74462890625
296853.jpg,32.91883454734651
296854.jpg,28.346774193548388
296857.jpg,20.045444419692586
296868.jpg,22.80493079584775
296872.jpg,22.80493079584775
296874.jpg,35.61866666666667
296882.jpg,31.56326530612245
296883.jpg,21.480555555555554
296885.jpg,19.195547153959254
296887.jpg,28.0550304557866
296888.jpg,30.110859158478213
296889.jpg,25.74462890625
296892.jpg,29.85651974288338
296894.jpg,24.20798898071625
296915.jpg,21.41041797941609
296927.jpg,28.28639053254437
296930.jpg,22.88699852972065
296932.jpg,28.18890621519269
296937.jpg,22.690185775942954
296944.jpg,22.80493079584775
296961.jpg,19.308174740484432
296968.jpg,25.056805524615733
296976.jpg,25.107142857142854
296977.jpg,17.375185368264955
296978.jpg,19.25675675675676
296982.jpg,23.490755179327245
296983.jpg,22.148708254568373
296988.jpg,19.523903987304106
296992.jpg,28.362732219928695
296993.jpg,23.67244897959184
296996.jpg,29.834104938271604
297000.jpg,28.12
297018.jpg,27.562486077077303
297020.jpg,28.693877551020414
297029.jpg,21.61575084308669
297037.jpg,26.56840513983371
297040.jpg,27.121913580246915
297062.jpg,20.11706555671176
297063.jpg,22.594123048668504
297065.jpg,25.102162269391
297070.jpg,30.40657439446367
297075.jpg,36.914513757613946
297077.jpg,24.32525951557093
297085.jpg,22.31201171875
297090.jpg,24.273780351971478
297093.jpg,31.377702836738735
297097.jpg,33.469549692521326
297099.jpg,20.44755113529743
297101.jpg,24.797178130511465
297105.jpg,28.18890621519269
297107.jpg,26.622855869904214
297123.jpg,22.148708254568373
297125.jpg,27.799961419753085
297128.jpg,22.80493079584775
297129.jpg,22.044766435986162
297130.jpg,32.887057251058145
297136.jpg,20.96744381432472
297137.jpg,18.985339506172842
297138.jpg,27.40588104254845
297139.jpg,27.271040647664023
297140.jpg,25.60353798126951
297141.jpg,34.43265306122449
297142.jpg,30.819349962207106
297144.jpg,23.67244897959184
297145.jpg,27.121913580246915
297149.jpg,25.82448979591837
297160.jpg,20.782047836603066
297161.jpg,25.675675675675677
297162.jpg,21.630769230769232
297164.jpg,21.284602076124564
297170.jpg,30.68042055147788
297171.jpg,18.288241415192516
297176.jpg,32.44615384615385
297180.jpg,25.74462890625
297181.jpg,23.294674556213018
297183.jpg,34.173611111111114
297190.jpg,30.81081081081081
297201.jpg,26.317567567567572
297206.jpg,0.0
297210.jpg,25.064740101332326
297231.jpg,21.031477627471386
297233.jpg,22.594123048668504
297265.jpg,26.60575259515571
297328.jpg,32.320322762244324
297329.jpg,26.57844990548204
297340.jpg,16.95119598765432
297347.jpg,21.69753086419753
297351.jpg,22.81163265306123
297354.jpg,19.065581854043394
297358.jpg,19.99644444444445
297359.jpg,31.090010405827265
297366.jpg,28.693877551020414
297372.jpg,24.560601988712712
297379.jpg,26.622855869904214
297380.jpg,6.7244127962589015
297384.jpg,29.95029585798817
297387.jpg,25.35898919753086
297397.jpg,27.19400912517357
297398.jpg,22.67132491265789
297401.jpg,22.044766435986162
297406.jpg,21.1071495590167
297408.jpg,21.787190082644628
297409.jpg,30.81081081081081
297412.jpg,20.085714285714285
297414.jpg,24.273780351971478
297415.jpg,19.004108996539788
297416.jpg,21.41041797941609
297426.jpg,31.008191556395715
297427.jpg,22.70773000668301
297428.jpg,21.520408163265305
297430.jpg,21.766747982735968
297431.jpg,24.20798898071625
297440.jpg,29.049586776859503
297441.jpg,32.60986328125
297454.jpg,26.43115234375
297460.jpg,30.12857142857143
297465.jpg,29.95029585798817
297467.jpg,22.516447368421048
297471.jpg,24.40514167761306
297473.jpg,29.53161100609116
297476.jpg,21.69753086419753
297487.jpg,29.261186264308012
297488.jpg,21.787190082644628
297492.jpg,27.432362122788767
297493.jpg,23.625288804872927
297503.jpg,8.27106290174472
297505.jpg,24.20798898071625
297507.jpg,24.409722222222214
297518.jpg,23.73167438271605
297519.jpg,25.056805524615733
297533.jpg,24.40487998413013
297534.jpg,24.39189189189189
297539.jpg,38.01938775510204
297554.jpg,25.085423875432525
297558.jpg,30.12857142857143
297561.jpg,30.040540540540533
297565.jpg,22.594123048668504
297566.jpg,25.102162269391
297570.jpg,34.299118033402145
297573.jpg,19.64332675871137
297575.jpg,18.87939453125
297584.jpg,28.101028841288578
297585.jpg,19.764273356401386
297591.jpg,30.68042055147788
297602.jpg,20.341435185185187
297604.jpg,37.11891643709826
297607.jpg,28.886245674740486
297608.jpg,24.20798898071625
297616.jpg,26.57844990548204
297619.jpg,22.80493079584775
297621.jpg,22.516447368421048
297624.jpg,26.56840513983371
297625.jpg,25.056805524615733
297626.jpg,23.053626543209877
297627.jpg,42.56920415224913
297631.jpg,33.37837837837838
297633.jpg,31.79607220789525
297642.jpg,18.009578970817554
297659.jpg,28.319091796875
297662.jpg,26.775639754017053
297668.jpg,24.958579881656803
297678.jpg,20.358654488750282
297681.jpg,21.182432432432424
297686.jpg,28.0550304557866
297688.jpg,24.90020049008688
297694.jpg,30.12857142857143
297695.jpg,23.170166015625
297698.jpg,26.317567567567572
297716.jpg,32.277318640955
297725.jpg,22.140337616528093
297728.jpg,20.672127704263808
297748.jpg,22.67132491265789
297749.jpg,21.61575084308669
297760.jpg,25.76581790123457
297762.jpg,26.496726839912714
297763.jpg,27.121913580246915
297772.jpg,27.907372400756145
297774.jpg,32.772267407260465
297776.jpg,26.60575259515571
297777.jpg,27.3659169550173
297778.jpg,19.128354287858887
297780.jpg,30.40657439446367
297781.jpg,19.25675675675676
297785.jpg,22.496
297790.jpg,22.594123048668504
297793.jpg,19.96686390532545
297794.jpg,30.8935546875
297799.jpg,21.453857421875
297808.jpg,24.370666666666665
297810.jpg,21.637426900584803
297811.jpg,29.53161100609116
297829.jpg,22.955102040816325
297831.jpg,21.284602076124564
297834.jpg,24.273780351971478
297851.jpg,25.8704
297856.jpg,19.96686390532545
297857.jpg,21.924704834038767
297863.jpg,25.056805524615733
297864.jpg,25.056805524615733
297866.jpg,24.0283203125
297867.jpg,31.166738754325266
297869.jpg,28.0550304557866
297877.jpg,25.102162269391
297880.jpg,22.955102040816325
297884.jpg,24.995555555555555
297887.jpg,25.056805524615733
297889.jpg,27.89129141043444
297891.jpg,29.411224489795927
297893.jpg,22.426346406455245
297896.jpg,21.69753086419753
297898.jpg,22.034120214243206
297902.jpg,25.7905325443787
297905.jpg,27.121913580246915
297908.jpg,23.490755179327245
297909.jpg,25.085423875432525
297911.jpg,20.3768115942029
297912.jpg,23.010315413608406
297919.jpg,25.056805524615733
297927.jpg,22.955102040816325
297929.jpg,25.74462890625
297936.jpg,20.54054054054054
297939.jpg,23.10810810810811
297941.jpg,29.17724609375
297946.jpg,23.67244897959184
297948.jpg,30.427631578947373
297949.jpg,27.8330612244898
297950.jpg,29.425312438008326
297957.jpg,22.955102040816325
297960.jpg,24.40514167761306
297961.jpg,23.70759769886927
297963.jpg,22.462721893491125
297969.jpg,19.523903987304106
297970.jpg,26.38393694877088
297971.jpg,21.924704834038767
297973.jpg,22.23775510204081
297974.jpg,21.94588969823101
297976.jpg,24.38979591836735
297978.jpg,24.409722222222214
297979.jpg,29.022330643647965
297984.jpg,30.12857142857143
297985.jpg,21.924704834038767
297993.jpg,20.070216049382715
297996.jpg,35.258487654320994
297997.jpg,23.053626543209877
297999.jpg,26.60575259515571
298003.jpg,25.82185491276401
298005.jpg,21.01948302469136
298011.jpg,30.8935546875
298014.jpg,27.121913580246915
298019.jpg,25.22337962962963
298020.jpg,26.496726839912714
298025.jpg,27.121913580246915
298033.jpg,29.27027027027027
298034.jpg,19.366391184573004
298036.jpg,30.042735042735053
298038.jpg,30.40657439446367
298041.jpg,20.803061224489795
298045.jpg,21.01948302469136
298047.jpg,26.496726839912714
298048.jpg,35.43793320730939
298052.jpg,19.75130072840791
298053.jpg,23.010315413608406
298054.jpg,27.49511111111111
298055.jpg,22.426346406455245
298058.jpg,19.368367346938776
298064.jpg,24.38979591836735
298065.jpg,25.675675675675677
298066.jpg,23.053626543209877
298076.jpg,33.83324661810614
298077.jpg,23.025951121189213
298078.jpg,22.31201171875
298079.jpg,29.834104938271604
298080.jpg,27.121913580246915
298081.jpg,21.1071495590167
298088.jpg,29.834104938271604
298089.jpg,26.54183673469388
298091.jpg,27.3659169550173
298092.jpg,40.439189189189186
298096.jpg,36.914513757613946
298101.jpg,28.28639053254437
298102.jpg,28.693877551020414
298104.jpg,26.60575259515571
298105.jpg,23.294674556213018
298107.jpg,26.54183673469388
298108.jpg,27.25918367346939
298110.jpg,26.496726839912714
298118.jpg,29.022330643647965
298119.jpg,33.469549692521326
298125.jpg,21.520408163265305
298128.jpg,24.369375573921037
298135.jpg,24.273780351971478
298138.jpg,26.38393694877088
298139.jpg,25.724338525051603
298140.jpg,23.294674556213018
298141.jpg,20.672127704263808
298142.jpg,21.155092592592585
298147.jpg,20.341435185185187
298149.jpg,31.19020061728395
298150.jpg,22.31303312834755
298151.jpg,25.056805524615733
298154.jpg,32.979921185963605
298157.jpg,31.008191556395715
298164.jpg,20.595703125
298165.jpg,18.792604143461798
298169.jpg,21.520408163265305
298173.jpg,24.265810027714792
298177.jpg,23.495822222222234
298179.jpg,31.19020061728395
298183.jpg,23.774713839750266
298184.jpg,29.049586776859503
298185.jpg,21.520408163265305
298189.jpg,28.693877551020414
298191.jpg,40.34664830119375
298194.jpg,29.425312438008326
298195.jpg,47.22724713829986
298203.jpg,22.795502958579878
298211.jpg,27.464398235664767
298216.jpg,20.672127704263808
298220.jpg,26.38393694877088
298224.jpg,23.95938775510204
298225.jpg,24.38979591836735
298226.jpg,20.91846855782583
